left_foot_pressure,right_foot_pressure,core_stability
0.4841551231855105,0.4841551231855105,0.9941596298545344
0.4809307665485298,0.4809307665485298,0.9433054352442808
0.5226756057398236,0.5226756057398236,0.9365442355470606
0.4804696340086289,0.4804696340086289,0.911800614014966
0.455296640560971,0.455296640560971,0.8251884832705045
0.4873617772310308,0.4873617772310308,0.837847062189854
0.5221465600358349,0.5221465600358349,0.8578939377345073
0.4826958420270176,0.4826958420270176,0.9780312725146788
0.5129559055995146,0.5129559055995146,0.834593904920615
0.516011944426313,0.516011944426313,0.984574634897578
0.5233736011726356,0.5233736011726356,0.9045571466102834
0.5397130466310937,0.5397130466310937,0.9431139270946144
0.4932564499268431,0.4932564499268431,0.8220488973361133
0.4666432076662457,0.4666432076662457,0.8538067097551822
0.481892571543189,0.481892571543189,0.9917037216362852
0.4932167255173986,0.4932167255173986,0.8532299893859463
0.5213891469328114,0.5213891469328114,0.8593043440782293
0.4513122125561634,0.4513122125561634,0.8395194769682159
0.4815785383439879,0.4815785383439879,0.825814733061366
0.5279842581019317,0.5279842581019317,0.8466515282907996
0.5170857703330696,0.5170857703330696,0.9284653783901596
0.5231739973585605,0.5231739973585605,0.8910735467007127
0.5311810769439195,0.5311810769439195,0.9107511672675798
0.5283235718877962,0.5283235718877962,0.824472965753205
0.5182183166152778,0.5182183166152778,0.96042328943258
0.493966153237059,0.493966153237059,0.9568189401159696
0.5483598328878154,0.5483598328878154,0.8043179822285351
0.5069073195590074,0.5069073195590074,0.876703018902061
0.4702769209368839,0.4702769209368839,0.8137541203942296
0.4792812855104784,0.4792812855104784,0.9584211558829916
0.5193562455970471,0.5193562455970471,0.9474539366251408
0.5424739565199463,0.5424739565199463,0.9803976188586312
0.4678720129205898,0.4678720129205898,0.847280791790623
0.4582346495745786,0.4582346495745786,0.8912591766255598
0.5381531048042006,0.5381531048042006,0.8368975754328796
0.5415277978912835,0.5415277978912835,0.8742469868948239
0.47763793453159,0.47763793453159,0.9044486503133768
0.487728572437124,0.487728572437124,0.8106661579677178
0.5160187997497858,0.5160187997497858,0.9429740821354772
0.4829930020842475,0.4829930020842475,0.908658672074215
0.5377158708270053,0.5377158708270053,0.9657918034421348
0.4607578702713862,0.4607578702713862,0.8543561002382395
0.4537982220960195,0.4537982220960195,0.9806642210538508
0.4708486206742789,0.4708486206742789,0.9997388506060888
0.4786087778204969,0.4786087778204969,0.9838596876755348
0.4612926591288875,0.4612926591288875,0.9555784951666308
0.4565690429340647,0.4565690429340647,0.9624737605747562
0.5255607713501799,0.5255607713501799,0.9147488485089174
0.4664276565902258,0.4664276565902258,0.8380307725825221
0.5413922199066304,0.5413922199066304,0.9354081370295436
0.4867999661448096,0.4867999661448096,0.9425506004119864
